segment_id,src_text,tgt_text,fin_text,participant,task_id,task_type,task_number,mt_system,segment_count,bleu_score,ter_score,chrf_score,latest_google_trans,latest_bleu_score
1,Sociology is a relatively new academic discipline.,समाज विज्ञान एक अपेक्षाकृत नया﻿ शैक्षणिक अनुशासन है .,समाज- विज्ञान अपेक्षाकृत नयी शैक्षणिक विधा है।,P17,P5,P,5,AnglaBharati,6,6.27465531099474,85.71428571428571,55.96276494156709,समाजशास्त्र एक अपेक्षाकृत नया शैक्षणिक विषय है।,8.643019616048525
1,Sociology is a relatively new academic discipline.,समाज विज्ञान एक अपेक्षाकृत नया﻿ शैक्षणिक अनुशासन है .,समाज विज्ञान एक अपेक्षाकृत नया शैक्षणिक अनुशासन है.,P21,P5,P,5,AnglaBharati,6,59.694917920196445,37.5,93.34608184172704,समाजशास्त्र एक अपेक्षाकृत नया शैक्षणिक विषय है।,30.895757752065425
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों तक प्रतिक्रिया में जल्दी 19 शताब्दी में प्रकट हुआ .,आधुनिकता की चुनौतियों की प्रतिक्रिया स्वरूप इसका जन्म 19वीं शताब्दी के शुरुआती दिनों में हुआ.,P01,P5,P,5,AnglaBharati,6,12.959609420490482,73.33333333333333,47.18528443417865,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,12.910533446370263
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों तक प्रतिक्रिया में जल्दी 19 शताब्दी में प्रकट हुआ .,यह आधुनिकता की चुनौतियों की प्रतिक्रिया स्वरूप 19 शताब्दी की शुरूआत में में सामने आया।,P04,P5,P,5,AnglaBharati,6,21.784658682446647,53.333333333333336,54.577773989962054,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,21.18854509032766
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों तक प्रतिक्रिया में जल्दी 19 शताब्दी में प्रकट हुआ .,य़ह 19 शताब्दी में आधुनिक चुनौतिय़ों के बदले में प्रकट हुआ था।,P07,P5,P,5,AnglaBharati,6,17.77835117834348,83.33333333333334,52.87090904396423,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,4.368583925857938
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों तक प्रतिक्रिया में जल्दी 19 शताब्दी में प्रकट हुआ .,यह आधुनिकता की चुनौतियों की प्रतिक्रिया में 19वीं शताब्दी के आरंभ में प्रकट हुआ।,P10,P5,P,5,AnglaBharati,6,24.739977342883947,50.0,68.52733360786723,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,28.313021976477696
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों तक प्रतिक्रिया में जल्दी 19 शताब्दी में प्रकट हुआ .,यह आधुनिकता की चुनौतियों की प्रतिक्रिया में 19 शताब्दी की शुरुआत में प्रकट हुआ।,P16,P5,P,5,AnglaBharati,6,26.58483576665878,42.857142857142854,72.0642272614295,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,36.883688707312125
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों तक प्रतिक्रिया में जल्दी 19 शताब्दी में प्रकट हुआ .,यह आधुनिकता की चुनौतियों की प्रतिक्रिया में 19 वीं शताब्दी के आरंभ में प्रकट हुआ।,P17,P5,P,5,AnglaBharati,6,23.64926434751322,46.666666666666664,68.52733360786723,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,20.3074121617141
2,It emerged in the early 19th century in response to the challenges of modernity.,यह आधुनिकता की चुनौतियों तक प्रतिक्रिया में जल्दी 19 शताब्दी में प्रकट हुआ .,यह 19वीं शदाब्दी की शुरुआत में आधुनिकता की चुनौतियों के जवाब में उभरकर सामने आया.,P21,P5,P,5,AnglaBharati,6,11.325857976105244,73.33333333333333,39.32612979755991,यह आधुनिकता की चुनौतियों के जवाब में 19वीं शताब्दी की शुरुआत में उभरा।,40.438437976330746
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ता हुआ गतिशीलता और तकनीकी आगे बढ़ परिणत हो  बढ़ता हुआ प्रदर्शन की﻿ संस्कृति जीवाणु लोग और सोसाइटी भिन्न अपना स्वयं .,बढ़ती हुई गतिशीलता और तकनीकी उन्नति के परिणामस्वरूप लोगों की जानकारी अपने से भिन्न संस्कृतियों और समाजों के प्रति बढ़ रही है.,P01,P5,P,5,AnglaBharati,6,7.593245801656752,81.81818181818183,35.11829509430315,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,15.02572758340306
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ता हुआ गतिशीलता और तकनीकी आगे बढ़ परिणत हो  बढ़ता हुआ प्रदर्शन की﻿ संस्कृति जीवाणु लोग और सोसाइटी भिन्न अपना स्वयं .,बढ़ती हुई गतिशीलता और तकनीक में नए आविष्कार के परिणाम स्वरूप लोगों का दूसरी संस्कृति और समाज के लोगों से मेल-मिलाप बढ़ा।,P04,P5,P,5,AnglaBharati,6,4.108053662461269,90.9090909090909,30.908179600861295,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,6.161398495622037
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ता हुआ गतिशीलता और तकनीकी आगे बढ़ परिणत हो  बढ़ता हुआ प्रदर्शन की﻿ संस्कृति जीवाणु लोग और सोसाइटी भिन्न अपना स्वयं .,बढ़ती हुई गतिशीलता और तकनीकी के परिणाम स्वरूप लोगों को अपने से अलग संस्कृति और सोसाइटी से अवगत करवा रहा है।,P07,P5,P,5,AnglaBharati,6,8.461633959345022,80.95238095238095,40.49808426101678,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,10.381975655707437
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ता हुआ गतिशीलता और तकनीकी आगे बढ़ परिणत हो  बढ़ता हुआ प्रदर्शन की﻿ संस्कृति जीवाणु लोग और सोसाइटी भिन्न अपना स्वयं .,तेजी से बढ़ती हमारी गतिशीलता और तकनीकी तरक्की के परिणाम स्वरूप लोगों का अपनी विभिन्न संस्कृति और समाज में झुकाव वृद्धि हुई।,P10,P5,P,5,AnglaBharati,6,7.305267243289862,86.36363636363636,34.691545711379426,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,12.897472346631357
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ता हुआ गतिशीलता और तकनीकी आगे बढ़ परिणत हो  बढ़ता हुआ प्रदर्शन की﻿ संस्कृति जीवाणु लोग और सोसाइटी भिन्न अपना स्वयं .,"बढ़ती हुई गतिशीलता और तकनीकी के परिनामस्वरूप लोगों में बढ़ता एवं बदला हुआ संस्कृति और समाज का प्रदर्शन, जो उनका अपना नहीं है।",P16,P5,P,5,AnglaBharati,6,7.726324029196256,73.91304347826086,39.27547338215497,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,8.074451293410393
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ता हुआ गतिशीलता और तकनीकी आगे बढ़ परिणत हो  बढ़ता हुआ प्रदर्शन की﻿ संस्कृति जीवाणु लोग और सोसाइटी भिन्न अपना स्वयं .,बढ़ती गतिशीलता और तकनीकी उन्नति के परिणामस्वरूप लोगों का भिन्न संस्कृतियों व समाजों से संपर्क हुआ है।,P17,P5,P,5,AnglaBharati,6,7.305267243289862,111.76470588235294,37.29996699898675,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,28.129148710958383
3,Increasing mobility and technological advances resulted in the increasing exposure of people to cultures and societies different from their own.,बढ़ता हुआ गतिशीलता और तकनीकी आगे बढ़ परिणत हो  बढ़ता हुआ प्रदर्शन की﻿ संस्कृति जीवाणु लोग और सोसाइटी भिन्न अपना स्वयं .,बढ़ती गतिशीलता और तकनीकी प्रगति के कारण लोगों का अपने से अलग संस्कृति और समाज से संपर्क संभव होने लगा.,P21,P5,P,5,AnglaBharati,6,7.645949399477267,90.0,35.03933201271241,बढ़ती गतिशीलता और तकनीकी प्रगति के परिणामस्वरूप लोगों का अपनी संस्कृतियों और समाजों से अलग संपर्क में वृद्धि हुई है।,29.025128636001483
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.",प्रभाव के इस प्रदर्शन था परिवर्तित लेकिन के लिए कुछ लोग सम्मिलित खराबी का पारम्परिक मानक और प्रथा और वैध संशोधित समझ की कैसे  दुनिया कार्य .,"इस प्रदर्शन का प्रभाव भिन्न-भिन्न था, लेकिन कुछ लोगों ने पारंपरिक नियमों और प्रथाओं के विघटन को इसमें शामिल किया और दुनिया कैसे चलती है, इसकी समझ को पुनः संशोधित किया.",P01,P5,P,5,AnglaBharati,6,3.5443235608155845,83.87096774193549,35.1900678947211,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",25.693998024082635
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.",प्रभाव के इस प्रदर्शन था परिवर्तित लेकिन के लिए कुछ लोग सम्मिलित खराबी का पारम्परिक मानक और प्रथा और वैध संशोधित समझ की कैसे  दुनिया कार्य .,"इस गतिविधि के प्रभाव भिन्न थे, लेकिन कुछ लोगों ने परांपरागत कार्यों और तौर तरीकों के विभाजन को इसमें शामिल किया और संपूर्ण संसार की संशोधित समझ को बढ़ाया।",P04,P5,P,5,AnglaBharati,6,3.8036333050872937,89.65517241379311,29.19938013215655,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",9.831781143765888
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.",प्रभाव के इस प्रदर्शन था परिवर्तित लेकिन के लिए कुछ लोग सम्मिलित खराबी का पारम्परिक मानक और प्रथा और वैध संशोधित समझ की कैसे  दुनिया कार्य .,"इस फैलाव का प्रभाव परिवर्तित होता था, लेकिन कुछ लोगों की पारम्परिकमानक की खराबी के सम्मिलित होने तथा प्रथा और वैध संशोधन की को समझने की चाहत कि दुनिया कैसे कार्य करती है।",P07,P5,P,5,AnglaBharati,6,6.150285465725969,72.72727272727273,48.166008949856334,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",14.841312430412327
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.",प्रभाव के इस प्रदर्शन था परिवर्तित लेकिन के लिए कुछ लोग सम्मिलित खराबी का पारम्परिक मानक और प्रथा और वैध संशोधित समझ की कैसे  दुनिया कार्य .,"इस झुकाव का प्रभाव भिन्न था, लेकिन कुछ लोग ऐसे शामिल थे, जिनमें पारंपरिक रीति, प्रथा की एक वैध संशोधित समझ थी कि दुनिया कैसे काम करता है।",P10,P5,P,5,AnglaBharati,6,7.245907903834148,78.57142857142857,37.72560507215938,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",13.575218161927832
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.",प्रभाव के इस प्रदर्शन था परिवर्तित लेकिन के लिए कुछ लोग सम्मिलित खराबी का पारम्परिक मानक और प्रथा और वैध संशोधित समझ की कैसे  दुनिया कार्य .,"इस प्रदर्शन का प्रभाव बिल्कुल अलग था, कुछ लोगों के लिये पारम्परिक मानकों एवं प्रथाओं की खराबी और दुनिया कैसे काम करती है इसको दोहराना था।",P16,P5,P,5,AnglaBharati,6,4.4319132474541565,88.46153846153845,39.944551105439714,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",25.795356985999756
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.",प्रभाव के इस प्रदर्शन था परिवर्तित लेकिन के लिए कुछ लोग सम्मिलित खराबी का पारम्परिक मानक और प्रथा और वैध संशोधित समझ की कैसे  दुनिया कार्य .,इस संपर्क का प्रभाव काफी था किंतु कुछ लोगों के लिए इसमें पारम्परिक मान्यताओं और प्रथाओं का टूटना शामिल था और इससे नई समझ की जरूरत हुई की दुनिया कार्य कैसे करती है।,P17,P5,P,5,AnglaBharati,6,4.840593978251736,72.72727272727273,37.098624727069385,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",22.19293845454044
4,"The impact of this exposure was varied, but for some people included the breakdown of traditional norms and customs and warranted a revised understanding of how the world works.",प्रभाव के इस प्रदर्शन था परिवर्तित लेकिन के लिए कुछ लोग सम्मिलित खराबी का पारम्परिक मानक और प्रथा और वैध संशोधित समझ की कैसे  दुनिया कार्य .,"इस संपर्क का प्रभाव भिन्न-भिन्न था, लेकिन कुछ लोगों के लिए सम्मिलित खराबी का पारम्परिक मानक व प्रथा और संशोधित समझ की जरूरत हुई कि ये दुनिया कैसे चलती है.",P21,P5,P,5,AnglaBharati,6,19.509920410791537,56.666666666666664,53.464198631948435,"इस प्रदर्शन का प्रभाव विविध था, लेकिन कुछ लोगों के लिए पारंपरिक मानदंडों और रीति-रिवाजों का टूटना शामिल था और दुनिया कैसे काम करती है, इसकी एक संशोधित समझ की गारंटी है।",24.96001284078824
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,सोसायलोगिस्त्स ने कोशिश करके इन परिवर्तन से किन पकड़ से सामाजिक समझने की  उत्तर दिया और सामाजिक भाईचारे के ^﻿ खराबी के सम्भव समाधान | खराबी  के सम्भव समाधान को  भी अन्वेषण करता है .,"सामाजिक समूहों को क्या जोड़े रखता है, इसे समझने और सामाजिक भाईचारे के विघटन को रोकने के लिए यथा संभव समाधानों को खोजने की कोशिश करते हुए, समाजशास्त्रियों ने इन परिवर्तनों पर प्रतिक्रिया दी.",P01,P5,P,5,AnglaBharati,6,8.539161657511631,94.11764705882352,39.38488798666901,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,12.850638394198821
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,सोसायलोगिस्त्स ने कोशिश करके इन परिवर्तन से किन पकड़ से सामाजिक समझने की  उत्तर दिया और सामाजिक भाईचारे के ^﻿ खराबी के सम्भव समाधान | खराबी  के सम्भव समाधान को  भी अन्वेषण करता है .,समाज विज्ञानियों ने यह समझने का प्रयास करते हुए कि वह क्या है जो समाज को बांधे रखता है और सामाजिक सुदृढ़ता के विभाजन की संभावित समाधानों को खोजते हुए इन परिवर्तनों पर प्रतिक्रिया दी।,P04,P5,P,5,AnglaBharati,6,2.9867390496386634,94.28571428571428,27.181592516677604,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,11.298168369680516
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,सोसायलोगिस्त्स ने कोशिश करके इन परिवर्तन से किन पकड़ से सामाजिक समझने की  उत्तर दिया और सामाजिक भाईचारे के ^﻿ खराबी के सम्भव समाधान | खराबी  के सम्भव समाधान को  भी अन्वेषण करता है .,सोसायलोगिस्त्स इन बदलावों के बदले में समझने की कोशिश कर रहे है क्य़ा सामाज को जोडता है तथा सामाजिक भाईचारे की खराबी के सम्भव समाधान को भी दे रहा है|,P07,P5,P,5,AnglaBharati,6,17.559371478176168,80.0,50.61172727793925,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,5.60689004054307
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,सोसायलोगिस्त्स ने कोशिश करके इन परिवर्तन से किन पकड़ से सामाजिक समझने की  उत्तर दिया और सामाजिक भाईचारे के ^﻿ खराबी के सम्भव समाधान | खराबी  के सम्भव समाधान को  भी अन्वेषण करता है .,समाजशास्त्रियों ने इन परिवर्तन को समझने के लिए कोशिश की कि समाजिक ग्रुपों की साथ-साथ स्थिति क्या है और सामाजिक भाईचारे में आई खराबी के लिए एक उचित समाधान भी खोजने की कोशिश की।,P10,P5,P,5,AnglaBharati,6,6.897578377232198,79.41176470588235,38.354317189107206,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,9.348212997468277
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,सोसायलोगिस्त्स ने कोशिश करके इन परिवर्तन से किन पकड़ से सामाजिक समझने की  उत्तर दिया और सामाजिक भाईचारे के ^﻿ खराबी के सम्भव समाधान | खराबी  के सम्भव समाधान को  भी अन्वेषण करता है .,समाजसुधारकों ने कोशिश करके हल निकाला कि क्या है जो सामाजिक समूहों को एक साथ रखता है और सामाजिक भाईचारे की खराबी के सम्भव समाधानों को भी खोजा।,P16,P5,P,5,AnglaBharati,6,10.098072470970578,85.71428571428571,46.31701632886283,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,20.988785322505514
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,सोसायलोगिस्त्स ने कोशिश करके इन परिवर्तन से किन पकड़ से सामाजिक समझने की  उत्तर दिया और सामाजिक भाईचारे के ^﻿ खराबी के सम्भव समाधान | खराबी  के सम्भव समाधान को  भी अन्वेषण करता है .,समाज- वैग्यानिकों ने इन परिवर्तन की प्रतिक्रिया में यह समझने की कोशिश की कि सामाजिक समूह किस प्रकार एक साथ रहते हैं और सामाजिक एकता के विखंडन के समाधान को संभावित समाधान खोजने का प्रयास भी किया।,P17,P5,P,5,AnglaBharati,6,4.667783771179199,81.08108108108108,34.92310240946729,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,11.383457109261775
5,Sociologists responded to these changes by trying to understand what holds social groups together and also exploring possible solutions to the breakdown of social solidarity.,सोसायलोगिस्त्स ने कोशिश करके इन परिवर्तन से किन पकड़ से सामाजिक समझने की  उत्तर दिया और सामाजिक भाईचारे के ^﻿ खराबी के सम्भव समाधान | खराबी  के सम्भव समाधान को  भी अन्वेषण करता है .,समाजशास्त्रियों ने इन बदलावों को समझने की कोशिश की कि सामाजिक समूहों को एकजुट रखने में किसका योगदान रहता है और साथ ही यह भी पता लगाया कि सामाजिक ताना-बाना को टूटने से रोकने के क्या उपाय हो सकते हैं.,P21,P5,P,5,AnglaBharati,6,2.903019704276692,90.0,26.154818330431866,समाजशास्त्रियों ने इन परिवर्तनों का जवाब यह समझने की कोशिश करके किया कि सामाजिक समूहों को एक साथ क्या रखता है और सामाजिक एकजुटता के टूटने के संभावित समाधानों की खोज भी करता है।,12.603909943461638
1,The majority of hunter-gatherer societies are nomadic.,अधिकतर शिकारी  गाथेरेर सोसाइटियाँ यायावर हैं .,अधिकतर शिकारी-गाथरेर समाज यायावर हैं.,P01,P6,P,6,AnglaBharati,7,26.269098944241588,100.0,61.697309975929485,अधिकांश शिकारी समाज खानाबदोश हैं।,8.745825313180626
1,The majority of hunter-gatherer societies are nomadic.,अधिकतर शिकारी  गाथेरेर सोसाइटियाँ यायावर हैं .,अधिकतर शिकारी करने वाले समाज nomadic हैं।,P04,P6,P,6,AnglaBharati,7,13.134549472120788,71.42857142857143,34.44632052010718,अधिकांश शिकारी समाज खानाबदोश हैं।,9.423716574733431
1,The majority of hunter-gatherer societies are nomadic.,अधिकतर शिकारी  गाथेरेर सोसाइटियाँ यायावर हैं .,अधिकतर शिकारिय़ों- एकत्रित समूहों को यायावर कहते है।,P07,P6,P,6,AnglaBharati,7,6.770186228657864,75.0,32.823490265780734,अधिकांश शिकारी समाज खानाबदोश हैं।,0.0
1,The majority of hunter-gatherer societies are nomadic.,अधिकतर शिकारी  गाथेरेर सोसाइटियाँ यायावर हैं .,बहुसंख्यक शिकारी गाथेरेर सोसाइटी खानाबदोस हैं।,P10,P6,P,6,AnglaBharati,7,13.134549472120788,83.33333333333334,47.33991523525678,अधिकांश शिकारी समाज खानाबदोश हैं।,10.400597689005304
1,The majority of hunter-gatherer societies are nomadic.,अधिकतर शिकारी  गाथेरेर सोसाइटियाँ यायावर हैं .,अधिकतर शिकारी-गाथेरेर समुदाय यायावर हैं.,P14,P6,P,6,AnglaBharati,7,26.269098944241588,100.0,66.30379408723276,अधिकांश शिकारी समाज खानाबदोश हैं।,0.0
1,The majority of hunter-gatherer societies are nomadic.,अधिकतर शिकारी  गाथेरेर सोसाइटियाँ यायावर हैं .,अधिकतर शिकारियों का समाज यायावर हैं.,P20,P6,P,6,AnglaBharati,7,26.269098944241588,83.33333333333334,56.2774425730031,अधिकांश शिकारी समाज खानाबदोश हैं।,7.16047614494885
2,It is difficult to be settled under such a subsistence system as the resources of one region can quickly become exhausted.,यह  व्यवस्थित अन्तर्गत ऐसी निर्वाह प्रणाली होने के लिये कठिन है क्योंकि एक के संसाधन जो क्षेत्र ने जल्दी से हो जा सकते हैं समाप्त किया .,ऐसी निर्वाह प्रणाली के सबको व्यवस्थित करना कठिन है क्योंकि इससे एक क्षेत्र के संसाधन जल्दी ही समाप्त हो सकते हैं.,P01,P6,P,6,AnglaBharati,7,12.65417535065352,76.19047619047619,60.49452516313607,ऐसी निर्वाह प्रणाली के तहत बसना मुश्किल है क्योंकि एक क्षेत्र के संसाधन जल्दी समाप्त हो सकते हैं।,34.46331767451303
2,It is difficult to be settled under such a subsistence system as the resources of one region can quickly become exhausted.,यह  व्यवस्थित अन्तर्गत ऐसी निर्वाह प्रणाली होने के लिये कठिन है क्योंकि एक के संसाधन जो क्षेत्र ने जल्दी से हो जा सकते हैं समाप्त किया .,जीवनयानप की ऐसी प्रणाली में निर्वाह करना कठिन है क्योंकि एक क्षेत्र के स्रोत जल्दी ही समाप्त हो सकते हैं।,P04,P6,P,6,AnglaBharati,7,11.665451705268614,85.0,48.96956301674852,ऐसी निर्वाह प्रणाली के तहत बसना मुश्किल है क्योंकि एक क्षेत्र के संसाधन जल्दी समाप्त हो सकते हैं।,33.04038150865218
2,It is difficult to be settled under such a subsistence system as the resources of one region can quickly become exhausted.,यह  व्यवस्थित अन्तर्गत ऐसी निर्वाह प्रणाली होने के लिये कठिन है क्योंकि एक के संसाधन जो क्षेत्र ने जल्दी से हो जा सकते हैं समाप्त किया .,इस तरह की निर्वाह प्रणाली के अन्तर्गत व्य़वस्थित होना कठिन है क्योंकि एक जगह के संसाधन जल्दी ही समाप्त हो सकते हैं।,P07,P6,P,6,AnglaBharati,7,13.502367316243044,77.27272727272727,58.182450874352554,ऐसी निर्वाह प्रणाली के तहत बसना मुश्किल है क्योंकि एक क्षेत्र के संसाधन जल्दी समाप्त हो सकते हैं।,23.921913441341225
2,It is difficult to be settled under such a subsistence system as the resources of one region can quickly become exhausted.,यह  व्यवस्थित अन्तर्गत ऐसी निर्वाह प्रणाली होने के लिये कठिन है क्योंकि एक के संसाधन जो क्षेत्र ने जल्दी से हो जा सकते हैं समाप्त किया .,"इनके लिए किसी एक निर्वाह प्रणाली में स्थापित होना मुश्किल है,क्योंकि एक क्षेत्र के संसाधन बहुत जल्द नष्ट हो जाते हैं।",P10,P6,P,6,AnglaBharati,7,5.320425345178229,100.0,44.00746366073482,ऐसी निर्वाह प्रणाली के तहत बसना मुश्किल है क्योंकि एक क्षेत्र के संसाधन जल्दी समाप्त हो सकते हैं।,20.5259503164013
2,It is difficult to be settled under such a subsistence system as the resources of one region can quickly become exhausted.,यह  व्यवस्थित अन्तर्गत ऐसी निर्वाह प्रणाली होने के लिये कठिन है क्योंकि एक के संसाधन जो क्षेत्र ने जल्दी से हो जा सकते हैं समाप्त किया .,ऐसी निर्वाह प्रणाली के अन्तर्गत व्यवस्थित होना कठिन क्योंकि एक क्षेत्र के संसाधन जल्दी समाप्त हो सकते हैं.,P14,P6,P,6,AnglaBharati,7,10.166724095023941,83.33333333333334,65.9275007213229,ऐसी निर्वाह प्रणाली के तहत बसना मुश्किल है क्योंकि एक क्षेत्र के संसाधन जल्दी समाप्त हो सकते हैं।,55.98330175211441
